,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date
19493,50754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,SAN MATEO,6503248500,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19499,50754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,SAN MATEO,6503248500,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19505,50754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,SAN MATEO,6503248500,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19511,50754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,SAN MATEO,6503248500,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19517,50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,8189817111,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0.467,,4/1/16,3/31/17
19523,50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,8189817111,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.651,,4/1/16,3/31/17
19529,50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,8189817111,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19535,50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,8189817111,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19541,50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,8189817111,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,2.921,,4/1/16,3/31/17
19547,50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,8189817111,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.693,,4/1/16,3/31/17
19553,50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,2.38,,4/1/16,3/31/17
19559,50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.953,,4/1/16,3/31/17
19565,50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19571,50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19577,50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Worse than the National Benchmark,4.554,,4/1/16,3/31/17
19583,50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,1.035,,4/1/16,3/31/17
19589,50758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19595,50758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
19601,50758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19607,50758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19613,50758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19619,50758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.647,,4/1/16,3/31/17
19625,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
19631,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Worse than the National Benchmark,2.318,,4/1/16,3/31/17
19637,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Worse than the National Benchmark,2.971,,4/1/16,3/31/17
19643,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19649,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
19655,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.649,,4/1/16,3/31/17
19661,50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,8188810800,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0.652,,4/1/16,3/31/17
19667,50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,8188810800,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,1.563,,4/1/16,3/31/17
19673,50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,8188810800,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,1.185,,4/1/16,3/31/17
19679,50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,8188810800,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
19685,50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,8188810800,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Worse than the National Benchmark,2.799,,4/1/16,3/31/17
19691,50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,8188810800,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,1.303,,4/1/16,3/31/17
19697,50763,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
19703,50763,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
19709,50763,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
19715,50763,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
19721,50763,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19727,50763,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Worse than the National Benchmark,2.199,,4/1/16,3/31/17
19733,50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,5302445454,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,1.206,,4/1/16,3/31/17
19739,50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,5302445454,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,1.894,,4/1/16,3/31/17
19745,50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,5302445454,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,1.713,,4/1/16,3/31/17
19751,50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,5302445454,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19757,50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,5302445454,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,1.429,,4/1/16,3/31/17
19763,50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,5302445454,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,1.013,,4/1/16,3/31/17
19769,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19775,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,1.609,,4/1/16,3/31/17
19781,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19787,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19793,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19799,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.94,,4/1/16,3/31/17
19805,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19811,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19817,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19823,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19829,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19835,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19841,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,7076244000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,1.529,,4/1/16,3/31/17
19847,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,7076244000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.925,,4/1/16,3/31/17
19853,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,7076244000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,0.507,,4/1/16,3/31/17
19859,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,7076244000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19865,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,7076244000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19871,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,7076244000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.539,,4/1/16,3/31/17
19877,50769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,9497275000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
19883,50769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,9497275000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
19889,50769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,9497275000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
19895,50769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,9497275000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
19901,50769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,9497275000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19907,50769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,9497275000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.586,,4/1/16,3/31/17
19913,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,9512904000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,2.141,,4/1/16,3/31/17
19919,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,9512904000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,1.55,,4/1/16,3/31/17
19925,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,9512904000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,0.694,,4/1/16,3/31/17
19931,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,9512904000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19937,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,9512904000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
19943,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,9512904000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.942,,4/1/16,3/31/17
19949,50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,3103560550,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19955,50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,3103560550,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
19961,50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,3103560550,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19967,50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,3103560550,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19973,50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,3103560550,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
19979,50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,3103560550,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.968,,4/1/16,3/31/17
19985,50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,9167844000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,1.061,,4/1/16,3/31/17
19991,50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,9167844000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,1.096,,4/1/16,3/31/17
19997,50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,9167844000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Better than the National Benchmark,0.154,,4/1/16,3/31/17
20003,50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,9167844000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20009,50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,9167844000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,0.3,,4/1/16,3/31/17
20015,50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,9167844000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Better than the National Benchmark,0.644,,4/1/16,3/31/17
20021,50773,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0.822,,4/1/16,3/31/17
20027,50773,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.582,,4/1/16,3/31/17
20033,50773,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20039,50773,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
20045,50773,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20051,50773,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.703,,4/1/16,3/31/17
20057,50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Better than the National Benchmark,0,,4/1/16,3/31/17
20063,50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.818,,4/1/16,3/31/17
20069,50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
20075,50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
